ORIGID,CountyName,PopulationCensus16,IGEasting,IGNorthing,Lat,Long,UniqueGeographicIdentifier,ConfirmedCovidCases,PopulationProportionCovidCases,x,y,FID,TimeStampDate
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6328,2020-03-10
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6329,2020-03-10
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6330,2020-03-10
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6331,2020-03-10
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6332,2020-03-10
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6333,2020-03-10
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6334,2020-03-10
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6335,2020-03-10
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6336,2020-03-10
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6337,2020-03-10
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6338,2020-03-10
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6339,2020-03-10
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6340,2020-03-10
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6341,2020-03-10
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6342,2020-03-10
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6343,2020-03-10
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6344,2020-03-10
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,6345,2020-03-11
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,6346,2020-03-11
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,6347,2020-03-11
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,6348,2020-03-11
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,6349,2020-03-11
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,6350,2020-03-11
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,6351,2020-03-11
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,6352,2020-03-11
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,6353,2020-03-11
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6354,2020-03-11
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6355,2020-03-11
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6356,2020-03-11
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6357,2020-03-11
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6358,2020-03-11
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6359,2020-03-11
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6360,2020-03-11
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6361,2020-03-11
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6362,2020-03-11
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6363,2020-03-11
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6364,2020-03-11
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6365,2020-03-11
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6366,2020-03-11
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6367,2020-03-11
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6368,2020-03-11
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6369,2020-03-11
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6370,2020-03-11
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,6371,2020-03-12
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,6372,2020-03-12
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,6373,2020-03-12
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,6374,2020-03-12
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,6375,2020-03-12
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,6376,2020-03-12
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,6377,2020-03-12
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,6378,2020-03-12
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,6379,2020-03-12
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6380,2020-03-12
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6381,2020-03-12
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6382,2020-03-12
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6383,2020-03-12
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6384,2020-03-12
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6385,2020-03-12
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6386,2020-03-12
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6387,2020-03-12
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6388,2020-03-12
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6389,2020-03-12
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6390,2020-03-12
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6391,2020-03-12
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6392,2020-03-12
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6393,2020-03-12
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6394,2020-03-12
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6395,2020-03-12
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6396,2020-03-12
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,6397,2020-03-13
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,6398,2020-03-13
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,6399,2020-03-13
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,6400,2020-03-13
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,6401,2020-03-13
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,6402,2020-03-13
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,6403,2020-03-13
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,6404,2020-03-13
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,6405,2020-03-13
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6406,2020-03-13
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6407,2020-03-13
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6408,2020-03-13
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6409,2020-03-13
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6410,2020-03-13
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6411,2020-03-13
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6412,2020-03-13
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6413,2020-03-13
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6414,2020-03-13
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6415,2020-03-13
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6416,2020-03-13
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6417,2020-03-13
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6418,2020-03-13
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6419,2020-03-13
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6420,2020-03-13
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6421,2020-03-13
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6422,2020-03-13
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,6423,2020-03-14
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,6424,2020-03-14
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,6425,2020-03-14
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,6426,2020-03-14
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,6427,2020-03-14
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,6428,2020-03-14
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,6429,2020-03-14
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,6430,2020-03-14
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,6431,2020-03-14
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6432,2020-03-14
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6433,2020-03-14
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6434,2020-03-14
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6435,2020-03-14
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6436,2020-03-14
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6437,2020-03-14
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6438,2020-03-14
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6439,2020-03-14
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6440,2020-03-14
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6441,2020-03-14
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6442,2020-03-14
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6443,2020-03-14
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6444,2020-03-14
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6445,2020-03-14
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6446,2020-03-14
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6447,2020-03-14
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6448,2020-03-14
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,6449,2020-03-15
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,6450,2020-03-15
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,6451,2020-03-15
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,6452,2020-03-15
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,6453,2020-03-15
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,6454,2020-03-15
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,6455,2020-03-15
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,6456,2020-03-15
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,6457,2020-03-15
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6458,2020-03-15
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6459,2020-03-15
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6460,2020-03-15
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6461,2020-03-15
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6462,2020-03-15
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6463,2020-03-15
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6464,2020-03-15
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6465,2020-03-15
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6466,2020-03-15
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6467,2020-03-15
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6468,2020-03-15
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6469,2020-03-15
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6470,2020-03-15
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6471,2020-03-15
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6472,2020-03-15
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6473,2020-03-15
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6474,2020-03-15
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,6475,2020-03-16
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,6476,2020-03-16
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,6477,2020-03-16
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,6478,2020-03-16
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,6479,2020-03-16
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,6480,2020-03-16
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,6481,2020-03-16
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,6482,2020-03-16
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,6483,2020-03-16
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6484,2020-03-16
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6485,2020-03-16
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6486,2020-03-16
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6487,2020-03-16
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6488,2020-03-16
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6489,2020-03-16
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6490,2020-03-16
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6491,2020-03-16
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6492,2020-03-16
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6493,2020-03-16
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6494,2020-03-16
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6495,2020-03-16
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6496,2020-03-16
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6497,2020-03-16
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6498,2020-03-16
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6499,2020-03-16
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6500,2020-03-16
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,6501,2020-03-17
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,6502,2020-03-17
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,6503,2020-03-17
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,6504,2020-03-17
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,6505,2020-03-17
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,6506,2020-03-17
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,6507,2020-03-17
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,6508,2020-03-17
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,6509,2020-03-17
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6510,2020-03-17
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6511,2020-03-17
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6512,2020-03-17
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6513,2020-03-17
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6514,2020-03-17
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6515,2020-03-17
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6516,2020-03-17
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6517,2020-03-17
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6518,2020-03-17
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6519,2020-03-17
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6520,2020-03-17
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6521,2020-03-17
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6522,2020-03-17
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6523,2020-03-17
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6524,2020-03-17
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6525,2020-03-17
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6526,2020-03-17
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,6527,2020-03-18
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,6528,2020-03-18
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,6529,2020-03-18
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,6530,2020-03-18
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,6531,2020-03-18
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,6532,2020-03-18
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,6533,2020-03-18
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,6534,2020-03-18
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,6535,2020-03-18
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6536,2020-03-18
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6537,2020-03-18
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6538,2020-03-18
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6539,2020-03-18
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6540,2020-03-18
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6541,2020-03-18
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6542,2020-03-18
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6543,2020-03-18
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6544,2020-03-18
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6545,2020-03-18
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6546,2020-03-18
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6547,2020-03-18
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6548,2020-03-18
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6549,2020-03-18
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6550,2020-03-18
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6551,2020-03-18
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6552,2020-03-18
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,6553,2020-03-19
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,6554,2020-03-19
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,6555,2020-03-19
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,6556,2020-03-19
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,6557,2020-03-19
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,6558,2020-03-19
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,6559,2020-03-19
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,6560,2020-03-19
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,6561,2020-03-19
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6562,2020-03-19
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6563,2020-03-19
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6564,2020-03-19
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6565,2020-03-19
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6566,2020-03-19
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6567,2020-03-19
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6568,2020-03-19
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6569,2020-03-19
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6570,2020-03-19
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6571,2020-03-19
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6572,2020-03-19
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6573,2020-03-19
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6574,2020-03-19
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6575,2020-03-19
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6576,2020-03-19
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6577,2020-03-19
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6578,2020-03-19
,Carlow,56932,278661,163444,52.7168,-6.8367,,,,-6.8367,52.7168,6579,2020-03-20
,Cavan,76176,246380,304501,53.9878,-7.2937,,,,-7.2937,53.9878,6580,2020-03-20
,Clare,118817,133493,182732,52.8917,-8.9889,,,,-8.9889,52.8917,6581,2020-03-20
,Cork,542868,156242,77860,51.9517,-8.6372,,,,-8.6372,51.9517,6582,2020-03-20
,Donegal,159192,202615,405691,54.8989,-7.96,,,,-7.96,54.8989,6583,2020-03-20
,Dublin,1347359,313762,235813,53.3605,-6.292,,,,-6.292,53.3605,6584,2020-03-20
,Galway,258058,151045,235818,53.3705,-8.7362,,,,-8.7362,53.3705,6585,2020-03-20
,Kerry,147707,92975,102996,52.1689,-9.565,,,,-9.565,52.1689,6586,2020-03-20
,Kildare,222504,281262,221513,53.238,-6.7837,,,,-6.7837,53.238,6587,2020-03-20
,Kilkenny,99232,253094,148060,52.5816,-7.2175,,,,-7.2175,52.5816,6588,2020-03-20
,Laois,84697,244211,193996,52.9952,-7.3423,,,,-7.3423,52.9952,6589,2020-03-20
,Leitrim,32044,200446,319670,54.1261,-7.9939,,,,-7.9939,54.1261,6590,2020-03-20
,Limerick,194899,149743,141780,52.5255,-8.7412,,,,-8.7412,52.5255,6591,2020-03-20
,Longford,40873,220162,275901,53.7325,-7.6952,,,,-7.6952,53.7325,6592,2020-03-20
,Louth,128884,299463,297349,53.9161,-6.487,,,,-6.487,53.9161,6593,2020-03-20
,Mayo,130507,117679,297355,53.9191,-9.2537,,,,-9.2537,53.9191,6594,2020-03-20
,Meath,195044,284946,271349,53.6851,-6.715,,,,-6.715,53.6851,6595,2020-03-20
,Monaghan,61386,268914,326818,54.1857,-6.9452,,,,-6.9452,54.1857,6596,2020-03-20
,Offaly,77961,222690,223679,53.2632,-7.6607,,,,-7.6607,53.2632,6597,2020-03-20
,Roscommon,64544,182029,283486,53.8008,-8.2735,,,,-8.2735,53.8008,6598,2020-03-20
,Sligo,65535,165130,323355,54.1581,-8.5345,,,,-8.5345,54.1581,6599,2020-03-20
,Tipperary,159553,205427,154345,52.6407,-7.9206,,,,-7.9206,52.6407,6600,2020-03-20
,Waterford,116176,234676,105809,52.2035,-7.4935,,,,-7.4935,52.2035,6601,2020-03-20
,Westmeath,88770,238362,255966,53.5524,-7.4219,,,,-7.4219,53.5524,6602,2020-03-20
,Wexford,149722,301627,141559,52.5164,-6.5037,,,,-6.5037,52.5164,6603,2020-03-20
,Wicklow,142425,311162,197894,53.0205,-6.3442,,,,-6.3442,53.0205,6604,2020-03-20
,Carlow,56932,278661,163444,52.7168,-6.8367,,3,5.269444,-6.8367,52.7168,6605,2020-03-21
,Cavan,76176,246380,304501,53.9878,-7.2937,,3,3.938248,-7.2937,53.9878,6606,2020-03-21
